day,user,material,demand,deadline,total_cost(mil VND),path
02/10/2023,C8,67434152,107,31,8.56,D3 -> C8
03/10/2023,C8,67434152,2,32,0.16,D3 -> C8
18/09/2023,C3,67434152,2,17,0.8,D1 -> C3
19/09/2023,C3,67434152,8,18,3.2,D1 -> C3
20/09/2023,C3,67434152,46,19,18.4,D1 -> C3
21/09/2023,C3,67434152,32,20,12.8,D1 -> C3
22/09/2023,C3,67434152,18,21,7.2,D1 -> C3
23/09/2023,C3,67434152,22,22,8.8,D1 -> C3
26/09/2023,C3,67434152,19,25,7.6,D1 -> C3
27/09/2023,C3,67434152,14,26,5.6,D1 -> C3
28/09/2023,C3,67434152,71,27,28.4,D1 -> C3
29/09/2023,C3,67434152,35,28,14.0,D1 -> C3
30/09/2023,C3,67434152,19,29,7.6,D1 -> C3
02/10/2023,C3,67434152,111,31,44.4,D1 -> C3
03/10/2023,C3,67434152,9,32,3.6,D1 -> C3
19/09/2023,C5,67434152,5,18,1.0,D2 -> C5
20/09/2023,C5,67434152,17,19,3.4,D2 -> C5
22/09/2023,C5,67434152,5,21,1.0,D2 -> C5
23/09/2023,C5,67434152,13,22,2.6,D2 -> C5
25/09/2023,C5,67434152,5,24,1.0,D2 -> C5
27/09/2023,C5,67434152,13,26,2.6,D2 -> C5
28/09/2023,C5,67434152,13,27,2.6,D2 -> C5
29/09/2023,C5,67434152,7,28,1.4,D2 -> C5
30/09/2023,C5,67434152,10,29,2.0,D2 -> C5
02/10/2023,C5,67434152,28,31,5.6,D2 -> C5
03/10/2023,C5,67434152,20,32,4.0,D2 -> C5
20/09/2023,C6,67460107,10,19,8.6,D1 -> D3 -> C6
21/09/2023,C6,67460107,2,20,1.72,D1 -> D3 -> C6
22/09/2023,C6,67460107,21,21,18.06,D1 -> D3 -> C6
23/09/2023,C6,67460107,10,22,8.6,D1 -> D3 -> C6
25/09/2023,C6,67460107,10,24,8.6,D1 -> D3 -> C6
26/09/2023,C6,67460107,38,25,32.68,D1 -> D3 -> C6
27/09/2023,C6,67460107,49,26,42.14,D1 -> D3 -> C6
28/09/2023,C6,67460107,47,27,40.42,D1 -> D3 -> C6
29/09/2023,C6,67460107,32,28,27.52,D1 -> D3 -> C6
30/09/2023,C6,67460107,13,29,11.18,D1 -> D3 -> C6
02/10/2023,C6,67460107,34,31,29.24,D1 -> D3 -> C6
19/09/2023,C3,67460107,3,18,1.2,D1 -> C3
20/09/2023,C3,67460107,10,19,4.0,D1 -> C3
21/09/2023,C3,67460107,25,20,10.0,D1 -> C3
23/09/2023,C3,67460107,4,22,1.6,D1 -> C3
26/09/2023,C3,67460107,5,25,2.0,D1 -> C3
27/09/2023,C3,67460107,16,26,6.4,D1 -> C3
28/09/2023,C3,67460107,9,27,3.6,D1 -> C3
29/09/2023,C3,67460107,22,28,8.8,D1 -> C3
30/09/2023,C3,67460107,11,29,4.4,D1 -> C3
02/10/2023,C3,67460107,25,31,10.0,D1 -> C3
20/09/2023,C5,67460107,6,19,1.2,D2 -> C5
22/09/2023,C5,67460107,3,21,0.6,D2 -> C5
23/09/2023,C5,67460107,2,22,0.4,D2 -> C5
25/09/2023,C5,67460107,3,24,0.6,D2 -> C5
27/09/2023,C5,67460107,3,26,0.6,D2 -> C5
28/09/2023,C5,67460107,3,27,0.6,D2 -> C5
30/09/2023,C5,67460107,8,29,1.6,D2 -> C5
03/10/2023,C5,67460107,10,32,2.0,D2 -> C5
18/09/2023,C10,67460111,2,17,0.48,D3 -> C10
19/09/2023,C10,67460111,92,18,22.08,D3 -> C10
20/09/2023,C10,67460111,314,19,307.72,D1 -> D3 -> C10
21/09/2023,C10,67460111,97,20,23.28,D3 -> C10
22/09/2023,C10,67460111,383,21,375.34,D1 -> D3 -> C10
23/09/2023,C10,67460111,151,22,147.98,D1 -> D3 -> C10
25/09/2023,C10,67460111,35,24,8.4,D3 -> C10
26/09/2023,C10,67460111,100,25,24.0,D3 -> C10
27/09/2023,C10,67460111,73,26,17.52,D3 -> C10
28/09/2023,C10,67460111,503,27,492.94,D1 -> D3 -> C10
29/09/2023,C10,67460111,199,28,195.02,D1 -> D3 -> C10
30/09/2023,C10,67460111,98,29,23.52,D3 -> C10
02/10/2023,C10,67460111,480,31,470.4,D1 -> D3 -> C10
03/10/2023,C10,67460111,25,32,6.0,D3 -> C10
18/09/2023,C1,67460111,8,17,1.28,D1 -> C1
19/09/2023,C1,67460111,17,18,2.72,D1 -> C1
20/09/2023,C1,67460111,23,19,3.68,D1 -> C1
21/09/2023,C1,67460111,108,20,17.28,D1 -> C1
22/09/2023,C1,67460111,253,21,40.48,D1 -> C1
23/09/2023,C1,67460111,119,22,19.04,D1 -> C1
25/09/2023,C1,67460111,8,24,1.28,D1 -> C1
26/09/2023,C1,67460111,45,25,7.2,D1 -> C1
27/09/2023,C1,67460111,10,26,1.6,D1 -> C1
28/09/2023,C1,67460111,227,27,36.32,D1 -> C1
29/09/2023,C1,67460111,213,28,34.08,D1 -> C1
30/09/2023,C1,67460111,40,29,6.4,D1 -> C1
02/10/2023,C1,67460111,127,31,20.32,D1 -> C1
03/10/2023,C1,67460111,86,32,13.76,D1 -> C1
20/09/2023,C4,67460111,12,19,10.08,D2 -> C4
21/09/2023,C4,67460111,50,20,42.0,D2 -> C4
22/09/2023,C4,67460111,35,21,29.4,D2 -> C4
23/09/2023,C4,67460111,21,22,17.64,D2 -> C4
25/09/2023,C4,67460111,22,24,18.48,D2 -> C4
27/09/2023,C4,67460111,28,26,23.52,D2 -> C4
29/09/2023,C4,67460111,22,28,18.48,D2 -> C4
30/09/2023,C4,67460111,80,29,67.2,D2 -> C4
02/10/2023,C4,67460111,75,31,63.0,D2 -> C4
03/10/2023,C4,67460111,19,32,15.96,D2 -> C4
21/09/2023,C10,67460113,1,20,0.24,D3 -> C10
26/09/2023,C10,67460113,5,25,1.2,D3 -> C10
29/09/2023,C10,67460113,10,28,2.4,D3 -> C10
03/10/2023,C5,67460113,3,32,0.6,D2 -> C5
19/09/2023,C9,67460119,82,18,16.4,D3 -> C9
20/09/2023,C9,67460119,282,19,56.4,D3 -> C9
21/09/2023,C9,67460119,631,20,126.2,D3 -> C9
22/09/2023,C9,67460119,218,21,43.6,D3 -> C9
23/09/2023,C9,67460119,308,22,61.6,D3 -> C9
25/09/2023,C9,67460119,37,24,7.4,D3 -> C9
26/09/2023,C9,67460119,199,25,39.8,D3 -> C9
27/09/2023,C9,67460119,175,26,35.0,D3 -> C9
28/09/2023,C9,67460119,572,27,114.4,D3 -> C9
29/09/2023,C9,67460119,135,28,27.0,D3 -> C9
30/09/2023,C9,67460119,101,29,20.2,D3 -> C9
02/10/2023,C9,67460119,730,31,146.0,D3 -> C9
03/10/2023,C9,67460119,149,32,29.8,D3 -> C9
18/09/2023,C2,67460119,3,17,0.72,D1 -> C2
20/09/2023,C2,67460119,5,19,1.2,D1 -> C2
21/09/2023,C2,67460119,271,20,265.58,D3 -> D1 -> C2
22/09/2023,C2,67460119,311,21,304.78,D3 -> D1 -> C2
23/09/2023,C2,67460119,244,22,239.12,D3 -> D1 -> C2
25/09/2023,C2,67460119,70,24,16.8,D1 -> C2
26/09/2023,C2,67460119,115,25,27.6,D1 -> C2
27/09/2023,C2,67460119,106,26,25.44,D1 -> C2
28/09/2023,C2,67460119,413,27,404.74,D3 -> D1 -> C2
29/09/2023,C2,67460119,531,28,520.38,D3 -> D1 -> C2
30/09/2023,C2,67460119,270,29,264.6,D3 -> D1 -> C2
02/10/2023,C2,67460119,42,31,10.08,D1 -> C2
03/10/2023,C2,67460119,351,32,343.98,D3 -> D1 -> C2
19/09/2023,C4,67460119,5,18,4.2,D2 -> C4
20/09/2023,C4,67460119,10,19,8.4,D2 -> C4
22/09/2023,C4,67460119,10,21,8.4,D2 -> C4
23/09/2023,C4,67460119,7,22,5.88,D2 -> C4
25/09/2023,C4,67460119,2,24,1.68,D2 -> C4
28/09/2023,C4,67460119,2,27,1.68,D2 -> C4
29/09/2023,C4,67460119,65,28,122.85,D3 -> D2 -> C4
30/09/2023,C4,67460119,98,29,185.22,D3 -> D2 -> C4
02/10/2023,C4,67460119,60,31,113.4,D3 -> D2 -> C4
03/10/2023,C4,67460119,40,32,33.6,D2 -> C4
21/09/2023,C6,67460121,20,20,2.4,D3 -> C6
26/09/2023,C6,67460121,6,25,0.72,D3 -> C6
27/09/2023,C6,67460121,7,26,0.84,D3 -> C6
29/09/2023,C6,67460121,11,28,1.32,D3 -> C6
03/10/2023,C6,67460121,3,32,0.36,D3 -> C6
19/09/2023,C1,67460121,2,18,5.04,D3 -> C1
23/09/2023,C1,67460121,1,22,2.52,D3 -> C1
27/09/2023,C1,67460121,2,26,5.04,D3 -> C1
30/09/2023,C1,67460121,5,29,12.6,D3 -> C1
02/10/2023,C1,67460121,23,31,57.96,D3 -> C1
28/09/2023,C5,67460121,1,27,0.2,D2 -> C5
30/09/2023,C5,67460121,3,29,0.6,D2 -> C5
18/09/2023,C10,67461182,178,17,42.72,D3 -> C10
19/09/2023,C10,67461182,1689,18,405.36,D3 -> C10
20/09/2023,C10,67461182,905,19,217.2,D3 -> C10
21/09/2023,C10,67461182,1165,20,279.6,D3 -> C10
22/09/2023,C10,67461182,2534,21,608.16,D3 -> C10
23/09/2023,C10,67461182,730,22,175.2,D3 -> C10
25/09/2023,C10,67461182,1530,24,367.2,D3 -> C10
26/09/2023,C10,67461182,331,25,79.44,D3 -> C10
27/09/2023,C10,67461182,1141,26,273.84,D3 -> C10
28/09/2023,C10,67461182,1366,27,327.84,D3 -> C10
29/09/2023,C10,67461182,727,28,174.48,D3 -> C10
30/09/2023,C10,67461182,1461,29,350.64,D3 -> C10
02/10/2023,C10,67461182,2582,31,619.68,D3 -> C10
03/10/2023,C10,67461182,1499,32,359.76,D3 -> C10
19/09/2023,C2,67461182,162,18,38.88,D1 -> C2
20/09/2023,C2,67461182,100,19,24.0,D1 -> C2
21/09/2023,C2,67461182,553,20,132.72,D1 -> C2
22/09/2023,C2,67461182,827,21,198.48,D1 -> C2
23/09/2023,C2,67461182,399,22,95.76,D1 -> C2
25/09/2023,C2,67461182,64,24,15.36,D1 -> C2
26/09/2023,C2,67461182,156,25,37.44,D1 -> C2
27/09/2023,C2,67461182,76,26,18.24,D1 -> C2
28/09/2023,C2,67461182,172,27,41.28,D1 -> C2
29/09/2023,C2,67461182,1090,28,261.6,D1 -> C2
30/09/2023,C2,67461182,447,29,107.28,D1 -> C2
02/10/2023,C2,67461182,256,31,61.44,D1 -> C2
03/10/2023,C2,67461182,642,32,154.08,D1 -> C2
19/09/2023,C4,67461182,20,18,16.8,D2 -> C4
20/09/2023,C4,67461182,59,19,49.56,D2 -> C4
21/09/2023,C4,67461182,120,20,100.8,D2 -> C4
22/09/2023,C4,67461182,50,21,42.0,D2 -> C4
23/09/2023,C4,67461182,114,22,95.76,D2 -> C4
25/09/2023,C4,67461182,90,24,75.6,D2 -> C4
27/09/2023,C4,67461182,113,26,94.92,D2 -> C4
28/09/2023,C4,67461182,92,27,77.28,D2 -> C4
29/09/2023,C4,67461182,415,28,348.6,D2 -> C4
30/09/2023,C4,67461182,180,29,151.2,D2 -> C4
02/10/2023,C4,67461182,550,31,462.0,D2 -> C4
03/10/2023,C4,67461182,110,32,92.4,D2 -> C4
19/09/2023,C7,67463322,3,18,0.3,D3 -> C7
20/09/2023,C7,67463322,10,19,1.0,D3 -> C7
21/09/2023,C7,67463322,31,20,3.1,D3 -> C7
22/09/2023,C7,67463322,9,21,0.9,D3 -> C7
23/09/2023,C7,67463322,10,22,1.0,D3 -> C7
26/09/2023,C7,67463322,34,25,3.4,D3 -> C7
27/09/2023,C7,67463322,23,26,2.3,D3 -> C7
28/09/2023,C7,67463322,38,27,3.8,D3 -> C7
29/09/2023,C7,67463322,70,28,7.0,D3 -> C7
30/09/2023,C7,67463322,3,29,0.3,D3 -> C7
02/10/2023,C7,67463322,30,31,3.0,D3 -> C7
19/09/2023,C3,67463322,2,18,0.8,D1 -> C3
20/09/2023,C3,67463322,1,19,0.4,D1 -> C3
21/09/2023,C3,67463322,18,20,7.2,D1 -> C3
23/09/2023,C3,67463322,20,22,8.0,D1 -> C3
26/09/2023,C3,67463322,5,25,2.0,D1 -> C3
27/09/2023,C3,67463322,20,26,8.0,D1 -> C3
28/09/2023,C3,67463322,32,27,12.8,D1 -> C3
29/09/2023,C3,67463322,2,28,0.8,D1 -> C3
30/09/2023,C3,67463322,70,29,79.8,D3 -> D1 -> C3
02/10/2023,C3,67463322,26,31,10.4,D1 -> C3
03/10/2023,C3,67463322,5,32,2.0,D1 -> C3
20/09/2023,C4,67463322,2,19,1.68,D2 -> C4
22/09/2023,C4,67463322,3,21,2.52,D2 -> C4
23/09/2023,C4,67463322,3,22,2.52,D2 -> C4
27/09/2023,C4,67463322,3,26,2.52,D2 -> C4
28/09/2023,C4,67463322,7,27,5.88,D2 -> C4
29/09/2023,C4,67463322,5,28,4.2,D2 -> C4
30/09/2023,C4,67463322,8,29,6.72,D2 -> C4
02/10/2023,C4,67463322,2,31,1.68,D2 -> C4
03/10/2023,C4,67463322,10,32,8.4,D2 -> C4
20/09/2023,C8,67500163,20,19,1.6,D3 -> C8
25/09/2023,C8,67500163,35,24,2.8,D3 -> C8
29/09/2023,C8,67500163,25,28,2.0,D3 -> C8
30/09/2023,C8,67500163,60,29,4.8,D3 -> C8
02/10/2023,C8,67500163,8,31,0.64,D3 -> C8
02/10/2023,C3,67500163,15,31,6.0,D1 -> C3
03/10/2023,C3,67500163,18,32,7.2,D1 -> C3
30/09/2023,C4,67500163,35,29,29.4,D2 -> C4
02/10/2023,C4,67500163,3,31,2.52,D2 -> C4
18/09/2023,C10,67502463,5,17,1.2,D3 -> C10
19/09/2023,C10,67502463,86,18,20.64,D3 -> C10
20/09/2023,C10,67502463,70,19,16.8,D3 -> C10
21/09/2023,C10,67502463,101,20,24.24,D3 -> C10
22/09/2023,C10,67502463,107,21,25.68,D3 -> C10
23/09/2023,C10,67502463,71,22,17.04,D3 -> C10
25/09/2023,C10,67502463,98,24,23.52,D3 -> C10
26/09/2023,C10,67502463,113,25,27.12,D3 -> C10
27/09/2023,C10,67502463,284,26,68.16,D3 -> C10
28/09/2023,C10,67502463,142,27,34.08,D3 -> C10
29/09/2023,C10,67502463,219,28,52.56,D3 -> C10
30/09/2023,C10,67502463,139,29,33.36,D3 -> C10
02/10/2023,C10,67502463,102,31,24.48,D3 -> C10
03/10/2023,C10,67502463,106,32,25.44,D3 -> C10
18/09/2023,C3,67502463,4,17,1.6,D1 -> C3
19/09/2023,C3,67502463,66,18,26.4,D1 -> C3
20/09/2023,C3,67502463,171,19,68.4,D1 -> C3
21/09/2023,C3,67502463,97,20,38.8,D1 -> C3
22/09/2023,C3,67502463,65,21,26.0,D1 -> C3
23/09/2023,C3,67502463,180,22,72.0,D1 -> C3
25/09/2023,C3,67502463,7,24,2.8,D1 -> C3
26/09/2023,C3,67502463,53,25,21.2,D1 -> C3
27/09/2023,C3,67502463,185,26,74.0,D1 -> C3
28/09/2023,C3,67502463,321,27,128.4,D1 -> C3
29/09/2023,C3,67502463,401,28,160.4,D1 -> C3
30/09/2023,C3,67502463,513,29,205.2,D1 -> C3
02/10/2023,C3,67502463,403,31,161.2,D1 -> C3
03/10/2023,C3,67502463,237,32,94.8,D1 -> C3
20/09/2023,C4,67502463,5,19,4.2,D2 -> C4
21/09/2023,C4,67502463,5,20,4.2,D2 -> C4
22/09/2023,C4,67502463,21,21,17.64,D2 -> C4
23/09/2023,C4,67502463,8,22,6.72,D2 -> C4
25/09/2023,C4,67502463,2,24,1.68,D2 -> C4
27/09/2023,C4,67502463,85,26,71.4,D2 -> C4
28/09/2023,C4,67502463,5,27,4.2,D2 -> C4
29/09/2023,C4,67502463,41,28,34.44,D2 -> C4
30/09/2023,C4,67502463,56,29,47.04,D2 -> C4
02/10/2023,C4,67502463,102,31,150.96,D1 -> D2 -> C4
03/10/2023,C4,67502463,50,32,42.0,D2 -> C4
18/09/2023,C9,67502485,82,17,16.4,D3 -> C9
19/09/2023,C9,67502485,63,18,12.6,D3 -> C9
20/09/2023,C9,67502485,193,19,38.6,D3 -> C9
21/09/2023,C9,67502485,1088,20,3439.43,D3 -> D1 -> D3 -> D1 -> D3 -> C9
22/09/2023,C9,67502485,603,21,1013.04,D3 -> D1 -> D3 -> C9
23/09/2023,C9,67502485,343,22,322.42,D1 -> D3 -> C9
25/09/2023,C9,67502485,909,24,2873.39,D3 -> D1 -> D3 -> D1 -> D3 -> C9
26/09/2023,C9,67502485,436,25,732.48,D3 -> D1 -> D3 -> C9
27/09/2023,C9,67502485,1266,26,4938.95,D1 -> D3 -> D1 -> D3 -> D1 -> D3 -> C9
28/09/2023,C9,67502485,958,27,3027.93,D3 -> D1 -> D3 -> D1 -> D3 -> C9
29/09/2023,C9,67502485,1289,28,5983.11,D3 -> D1 -> D3 -> D1 -> D3 -> D1 -> D3 -> C9
30/09/2023,C9,67502485,949,29,2999.29,D3 -> D1 -> D3 -> D1 -> D3 -> C9
02/10/2023,C9,67502485,630,31,1058.4,D3 -> D1 -> D3 -> C9
03/10/2023,C9,67502485,287,32,57.4,D3 -> C9
18/09/2023,C2,67502485,5,17,1.2,D1 -> C2
19/09/2023,C2,67502485,18,18,4.32,D1 -> C2
20/09/2023,C2,67502485,68,19,16.32,D1 -> C2
21/09/2023,C2,67502485,96,20,23.04,D1 -> C2
22/09/2023,C2,67502485,100,21,24.0,D1 -> C2
23/09/2023,C2,67502485,696,22,1712.51,D3 -> D1 -> D3 -> D1 -> C2
25/09/2023,C2,67502485,575,24,1414.65,D3 -> D1 -> D3 -> D1 -> C2
26/09/2023,C2,67502485,446,25,767.12,D1 -> D3 -> D1 -> C2
27/09/2023,C2,67502485,457,26,786.04,D1 -> D3 -> D1 -> C2
28/09/2023,C2,67502485,1018,27,4012.37,D3 -> D1 -> D3 -> D1 -> D3 -> D1 -> C2
29/09/2023,C2,67502485,889,28,2845.35,D1 -> D3 -> D1 -> D3 -> D1 -> C2
30/09/2023,C2,67502485,1211,29,4772.59,D3 -> D1 -> D3 -> D1 -> D3 -> D1 -> C2
02/10/2023,C2,67502485,788,31,1938.48,D3 -> D1 -> D3 -> D1 -> C2
03/10/2023,C2,67502485,208,32,203.84,D3 -> D1 -> C2
20/09/2023,C5,67502485,5,19,1.0,D2 -> C5
21/09/2023,C5,67502485,217,20,271.25,D3 -> D2 -> C5
22/09/2023,C5,67502485,42,21,52.5,D3 -> D2 -> C5
23/09/2023,C5,67502485,59,22,73.75,D3 -> D2 -> C5
25/09/2023,C5,67502485,152,24,190.0,D3 -> D2 -> C5
27/09/2023,C5,67502485,178,26,222.5,D3 -> D2 -> C5
28/09/2023,C5,67502485,110,27,137.5,D3 -> D2 -> C5
29/09/2023,C5,67502485,169,28,211.25,D3 -> D2 -> C5
30/09/2023,C5,67502485,142,29,177.5,D3 -> D2 -> C5
02/10/2023,C5,67502485,152,31,190.0,D3 -> D2 -> C5
03/10/2023,C5,67502485,120,32,150.0,D3 -> D2 -> C5
18/09/2023,C6,67502486,42,17,5.04,D3 -> C6
19/09/2023,C6,67502486,52,18,6.24,D3 -> C6
20/09/2023,C6,67502486,203,19,24.36,D3 -> C6
21/09/2023,C6,67502486,132,20,15.84,D3 -> C6
22/09/2023,C6,67502486,208,21,24.96,D3 -> C6
23/09/2023,C6,67502486,66,22,7.92,D3 -> C6
25/09/2023,C6,67502486,166,24,19.92,D3 -> C6
26/09/2023,C6,67502486,81,25,9.72,D3 -> C6
27/09/2023,C6,67502486,380,26,45.6,D3 -> C6
28/09/2023,C6,67502486,235,27,28.2,D3 -> C6
29/09/2023,C6,67502486,67,28,8.04,D3 -> C6
30/09/2023,C6,67502486,79,29,9.48,D3 -> C6
02/10/2023,C6,67502486,239,31,28.68,D3 -> C6
03/10/2023,C6,67502486,516,32,443.76,D1 -> D3 -> C6
18/09/2023,C2,67502486,255,17,61.2,D1 -> C2
19/09/2023,C2,67502486,18,18,4.32,D1 -> C2
20/09/2023,C2,67502486,79,19,18.96,D1 -> C2
21/09/2023,C2,67502486,65,20,15.6,D1 -> C2
22/09/2023,C2,67502486,280,21,67.2,D1 -> C2
23/09/2023,C2,67502486,129,22,30.96,D1 -> C2
25/09/2023,C2,67502486,8,24,1.92,D1 -> C2
26/09/2023,C2,67502486,25,25,6.0,D1 -> C2
27/09/2023,C2,67502486,42,26,10.08,D1 -> C2
28/09/2023,C2,67502486,522,27,125.28,D1 -> C2
29/09/2023,C2,67502486,119,28,28.56,D1 -> C2
30/09/2023,C2,67502486,52,29,12.48,D1 -> C2
02/10/2023,C2,67502486,40,31,9.6,D1 -> C2
03/10/2023,C2,67502486,3,32,0.72,D1 -> C2
20/09/2023,C4,67502486,7,19,5.88,D2 -> C4
23/09/2023,C4,67502486,13,22,10.92,D2 -> C4
25/09/2023,C4,67502486,2,24,1.68,D2 -> C4
28/09/2023,C4,67502486,2,27,1.68,D2 -> C4
29/09/2023,C4,67502486,50,28,74.0,D1 -> D2 -> C4
30/09/2023,C4,67502486,66,29,97.68,D1 -> D2 -> C4
02/10/2023,C4,67502486,19,31,15.96,D2 -> C4
03/10/2023,C4,67502486,5,32,4.2,D2 -> C4
18/09/2023,C10,67502487,59,17,14.16,D3 -> C10
19/09/2023,C10,67502487,110,18,26.4,D3 -> C10
20/09/2023,C10,67502487,914,19,1572.08,D3 -> D1 -> D3 -> C10
21/09/2023,C10,67502487,718,20,703.64,D1 -> D3 -> C10
22/09/2023,C10,67502487,160,21,38.4,D3 -> C10
23/09/2023,C10,67502487,838,22,1441.36,D3 -> D1 -> D3 -> C10
25/09/2023,C10,67502487,103,24,24.72,D3 -> C10
26/09/2023,C10,67502487,68,25,16.32,D3 -> C10
27/09/2023,C10,67502487,107,26,25.68,D3 -> C10
28/09/2023,C10,67502487,365,27,357.7,D1 -> D3 -> C10
29/09/2023,C10,67502487,110,28,26.4,D3 -> C10
30/09/2023,C10,67502487,456,29,446.88,D1 -> D3 -> C10
02/10/2023,C10,67502487,248,31,243.04,D1 -> D3 -> C10
03/10/2023,C10,67502487,347,32,340.06,D1 -> D3 -> C10
18/09/2023,C3,67502487,110,17,44.0,D1 -> C3
19/09/2023,C3,67502487,130,18,52.0,D1 -> C3
20/09/2023,C3,67502487,682,19,777.48,D3 -> D1 -> C3
21/09/2023,C3,67502487,743,20,847.02,D3 -> D1 -> C3
22/09/2023,C3,67502487,1887,21,6341.72,D1 -> D3 -> D1 -> D3 -> D1 -> C3
23/09/2023,C3,67502487,1023,22,1923.24,D1 -> D3 -> D1 -> C3
25/09/2023,C3,67502487,606,24,690.84,D3 -> D1 -> C3
26/09/2023,C3,67502487,1190,25,2237.2,D1 -> D3 -> D1 -> C3
27/09/2023,C3,67502487,517,26,206.8,D1 -> C3
28/09/2023,C3,67502487,1603,27,5386.88,D1 -> D3 -> D1 -> D3 -> D1 -> C3
29/09/2023,C3,67502487,1870,28,6283.9,D1 -> D3 -> D1 -> D3 -> D1 -> C3
30/09/2023,C3,67502487,1083,29,2036.04,D1 -> D3 -> D1 -> C3
02/10/2023,C3,67502487,903,31,1697.64,D1 -> D3 -> D1 -> C3
03/10/2023,C3,67502487,459,32,183.6,D1 -> C3
19/09/2023,C5,67502487,51,18,10.2,D2 -> C5
21/09/2023,C5,67502487,631,20,530.04,D1 -> D2 -> C5
22/09/2023,C5,67502487,74,21,14.8,D2 -> C5
23/09/2023,C5,67502487,30,22,6.0,D2 -> C5
25/09/2023,C5,67502487,4,24,0.8,D2 -> C5
27/09/2023,C5,67502487,495,26,415.8,D1 -> D2 -> C5
28/09/2023,C5,67502487,25,27,5.0,D2 -> C5
29/09/2023,C5,67502487,75,28,15.0,D2 -> C5
30/09/2023,C5,67502487,655,29,550.2,D1 -> D2 -> C5
02/10/2023,C5,67502487,460,31,386.4,D1 -> D2 -> C5
03/10/2023,C5,67502487,83,32,16.6,D2 -> C5
18/09/2023,C9,67502488,387,17,363.78,D1 -> D3 -> C9
19/09/2023,C9,67502488,305,18,286.7,D1 -> D3 -> C9
20/09/2023,C9,67502488,236,19,221.84,D1 -> D3 -> C9
21/09/2023,C9,67502488,1404,20,4015.44,D2 -> D1 -> D2 -> D1 -> D3 -> C9
22/09/2023,C9,67502488,2161,21,8946.89,D2 -> D1 -> D2 -> D1 -> D2 -> D1 -> D3 -> C9
23/09/2023,C9,67502488,151,22,141.94,D1 -> D3 -> C9
25/09/2023,C9,67502488,685,24,1082.3,D2 -> D1 -> D3 -> C9
26/09/2023,C9,67502488,73,25,68.62,D1 -> D3 -> C9
27/09/2023,C9,67502488,305,26,286.7,D1 -> D3 -> C9
28/09/2023,C9,67502488,675,27,1066.5,D2 -> D1 -> D3 -> C9
29/09/2023,C9,67502488,689,28,1088.62,D2 -> D1 -> D3 -> C9
30/09/2023,C9,67502488,499,29,788.42,D2 -> D1 -> D3 -> C9
02/10/2023,C9,67502488,1015,31,2253.3,D1 -> D2 -> D1 -> D3 -> C9
03/10/2023,C9,67502488,481,32,759.98,D2 -> D1 -> D3 -> C9
18/09/2023,C2,67502488,40,17,9.6,D1 -> C2
19/09/2023,C2,67502488,103,18,24.72,D1 -> C2
20/09/2023,C2,67502488,66,19,15.84,D1 -> C2
21/09/2023,C2,67502488,114,20,27.36,D1 -> C2
22/09/2023,C2,67502488,391,21,93.84,D1 -> C2
23/09/2023,C2,67502488,199,22,47.76,D1 -> C2
25/09/2023,C2,67502488,100,24,24.0,D1 -> C2
26/09/2023,C2,67502488,210,25,50.4,D1 -> C2
27/09/2023,C2,67502488,81,26,19.44,D1 -> C2
28/09/2023,C2,67502488,456,27,401.28,D2 -> D1 -> C2
29/09/2023,C2,67502488,799,28,1214.48,D1 -> D2 -> D1 -> C2
30/09/2023,C2,67502488,367,29,88.08,D1 -> C2
02/10/2023,C2,67502488,378,31,90.72,D1 -> C2
03/10/2023,C2,67502488,277,32,66.48,D1 -> C2
19/09/2023,C5,67502488,40,18,8.0,D2 -> C5
20/09/2023,C5,67502488,104,19,20.8,D2 -> C5
22/09/2023,C5,67502488,115,21,23.0,D2 -> C5
23/09/2023,C5,67502488,40,22,8.0,D2 -> C5
25/09/2023,C5,67502488,7,24,1.4,D2 -> C5
29/09/2023,C5,67502488,18,28,3.6,D2 -> C5
02/10/2023,C5,67502488,206,31,41.2,D2 -> C5
03/10/2023,C5,67502488,180,32,36.0,D2 -> C5
21/09/2023,C7,67502491,1,20,0.1,D3 -> C7
22/09/2023,C7,67502491,1,21,0.1,D3 -> C7
26/09/2023,C7,67502491,8,25,0.8,D3 -> C7
27/09/2023,C7,67502491,1,26,0.1,D3 -> C7
28/09/2023,C7,67502491,4,27,0.4,D3 -> C7
29/09/2023,C7,67502491,1,28,0.1,D3 -> C7
30/09/2023,C7,67502491,4,29,0.4,D3 -> C7
02/10/2023,C7,67502491,3,31,0.3,D3 -> C7
23/09/2023,C2,67502491,1,22,0.24,D1 -> C2
26/09/2023,C2,67502491,1,25,0.24,D1 -> C2
27/09/2023,C2,67502491,2,26,0.48,D1 -> C2
28/09/2023,C2,67502491,4,27,3.92,D3 -> D1 -> C2
29/09/2023,C2,67502491,103,28,100.94,D3 -> D1 -> C2
30/09/2023,C2,67502491,22,29,21.56,D3 -> D1 -> C2
02/10/2023,C2,67502491,7,31,6.86,D3 -> D1 -> C2
19/09/2023,C8,67502493,50,18,41.0,D1 -> D3 -> C8
21/09/2023,C8,67502493,11,20,9.02,D1 -> D3 -> C8
23/09/2023,C8,67502493,16,22,13.12,D1 -> D3 -> C8
25/09/2023,C8,67502493,2,24,0.16,D3 -> C8
26/09/2023,C8,67502493,1,25,0.08,D3 -> C8
27/09/2023,C8,67502493,2,26,0.16,D3 -> C8
