day,user,material,demand,deadline,total_cost(mil VND),path
25/09/2023,C4,67077757,80,24,67.2,D2 -> C4
27/09/2023,C4,67077757,218,26,322.64,D1 -> D2 -> C4
28/09/2023,C4,67077757,41,27,34.44,D2 -> C4
29/09/2023,C4,67077757,110,28,162.8,D1 -> D2 -> C4
30/09/2023,C4,67077757,270,29,399.6,D1 -> D2 -> C4
02/10/2023,C4,67077757,454,31,671.92,D1 -> D2 -> C4
03/10/2023,C4,67077757,183,32,270.84,D1 -> D2 -> C4
18/09/2023,C7,67123229,13,17,1.3,D3 -> C7
19/09/2023,C7,67123229,2411,18,20496.57,D3 -> D2 -> D3 -> D2 -> D3 -> D2 -> D3 -> D2 -> D3 -> C7
20/09/2023,C7,67123229,377,19,433.55,D2 -> D3 -> C7
21/09/2023,C7,67123229,537,20,617.55,D2 -> D3 -> C7
22/09/2023,C7,67123229,24,21,2.4,D3 -> C7
23/09/2023,C7,67123229,76,22,7.6,D3 -> C7
25/09/2023,C7,67123229,255,24,293.25,D2 -> D3 -> C7
27/09/2023,C7,67123229,5,26,0.5,D3 -> C7
28/09/2023,C7,67123229,22,27,2.2,D3 -> C7
29/09/2023,C7,67123229,243,28,24.3,D3 -> C7
30/09/2023,C7,67123229,582,29,1280.4,D3 -> D2 -> D3 -> C7
02/10/2023,C7,67123229,821,31,1806.2,D3 -> D2 -> D3 -> C7
03/10/2023,C7,67123229,583,32,1282.6,D3 -> D2 -> D3 -> C7
18/09/2023,C1,67123229,2,17,0.32,D1 -> C1
19/09/2023,C1,67123229,189,18,151.2,D2 -> D1 -> C1
20/09/2023,C1,67123229,383,19,306.4,D2 -> D1 -> C1
21/09/2023,C1,67123229,49,20,7.84,D1 -> C1
22/09/2023,C1,67123229,73,21,11.68,D1 -> C1
23/09/2023,C1,67123229,294,22,235.2,D2 -> D1 -> C1
25/09/2023,C1,67123229,66,24,10.56,D1 -> C1
27/09/2023,C1,67123229,59,26,9.44,D1 -> C1
28/09/2023,C1,67123229,574,27,1061.9,D3 -> D2 -> D1 -> C1
29/09/2023,C1,67123229,45,28,7.2,D1 -> C1
30/09/2023,C1,67123229,137,29,21.92,D1 -> C1
02/10/2023,C1,67123229,354,31,283.2,D2 -> D1 -> C1
03/10/2023,C1,67123229,87,32,13.92,D1 -> C1
19/09/2023,C5,67123229,15,18,3.0,D2 -> C5
20/09/2023,C5,67123229,5,19,1.0,D2 -> C5
22/09/2023,C5,67123229,10,21,2.0,D2 -> C5
23/09/2023,C5,67123229,10,22,2.0,D2 -> C5
25/09/2023,C5,67123229,2,24,0.4,D2 -> C5
28/09/2023,C5,67123229,55,27,11.0,D2 -> C5
29/09/2023,C5,67123229,60,28,12.0,D2 -> C5
02/10/2023,C5,67123229,50,31,10.0,D2 -> C5
03/10/2023,C5,67123229,25,32,5.0,D2 -> C5
19/09/2023,C10,67138630,86,18,20.64,D3 -> C10
20/09/2023,C10,67138630,143,19,34.32,D3 -> C10
21/09/2023,C10,67138630,55,20,13.2,D3 -> C10
22/09/2023,C10,67138630,70,21,16.8,D3 -> C10
23/09/2023,C10,67138630,31,22,7.44,D3 -> C10
25/09/2023,C10,67138630,56,24,13.44,D3 -> C10
26/09/2023,C10,67138630,134,25,32.16,D3 -> C10
27/09/2023,C10,67138630,201,26,48.24,D3 -> C10
28/09/2023,C10,67138630,145,27,34.8,D3 -> C10
29/09/2023,C10,67138630,125,28,30.0,D3 -> C10
30/09/2023,C10,67138630,191,29,45.84,D3 -> C10
02/10/2023,C10,67138630,144,31,34.56,D3 -> C10
03/10/2023,C10,67138630,107,32,25.68,D3 -> C10
19/09/2023,C3,67138630,3,18,1.2,D1 -> C3
20/09/2023,C3,67138630,42,19,16.8,D1 -> C3
21/09/2023,C3,67138630,39,20,15.6,D1 -> C3
22/09/2023,C3,67138630,7,21,2.8,D1 -> C3
23/09/2023,C3,67138630,25,22,10.0,D1 -> C3
27/09/2023,C3,67138630,1,26,0.4,D1 -> C3
28/09/2023,C3,67138630,32,27,12.8,D1 -> C3
29/09/2023,C3,67138630,20,28,8.0,D1 -> C3
30/09/2023,C3,67138630,110,29,44.0,D1 -> C3
02/10/2023,C3,67138630,122,31,48.8,D1 -> C3
03/10/2023,C3,67138630,37,32,14.8,D1 -> C3
20/09/2023,C5,67138630,1,19,0.2,D2 -> C5
21/09/2023,C5,67138630,9,20,1.8,D2 -> C5
22/09/2023,C5,67138630,28,21,5.6,D2 -> C5
23/09/2023,C5,67138630,72,22,14.4,D2 -> C5
25/09/2023,C5,67138630,62,24,12.4,D2 -> C5
27/09/2023,C5,67138630,6,26,1.2,D2 -> C5
28/09/2023,C5,67138630,110,27,22.0,D2 -> C5
29/09/2023,C5,67138630,18,28,3.6,D2 -> C5
30/09/2023,C5,67138630,15,29,3.0,D2 -> C5
02/10/2023,C5,67138630,29,31,5.8,D2 -> C5
03/10/2023,C5,67138630,24,32,4.8,D2 -> C5
19/09/2023,C6,67195061,4,18,0.48,D3 -> C6
21/09/2023,C6,67195061,1,20,0.12,D3 -> C6
22/09/2023,C6,67195061,2,21,0.24,D3 -> C6
23/09/2023,C6,67195061,5,22,0.6,D3 -> C6
26/09/2023,C6,67195061,2,25,0.24,D3 -> C6
28/09/2023,C6,67195061,3,27,0.36,D3 -> C6
29/09/2023,C6,67195061,3,28,0.36,D3 -> C6
02/10/2023,C6,67195061,4,31,0.48,D3 -> C6
03/10/2023,C6,67195061,1,32,0.12,D3 -> C6
20/09/2023,C1,67195061,1,19,1.12,D2 -> C1
23/09/2023,C1,67195061,2,22,2.24,D2 -> C1
27/09/2023,C1,67195061,3,26,3.36,D2 -> C1
28/09/2023,C1,67195061,6,27,6.72,D2 -> C1
29/09/2023,C1,67195061,1,28,1.12,D2 -> C1
30/09/2023,C1,67195061,1,29,1.12,D2 -> C1
02/10/2023,C1,67195061,2,31,2.24,D2 -> C1
20/09/2023,C5,67195061,1,19,0.2,D2 -> C5
18/09/2023,C8,67195068,1,17,0.08,D3 -> C8
20/09/2023,C8,67195068,1,19,0.08,D3 -> C8
21/09/2023,C8,67195068,1,20,0.08,D3 -> C8
29/09/2023,C8,67195068,1,28,0.08,D3 -> C8
19/09/2023,C2,67195068,4,18,0.96,D1 -> C2
20/09/2023,C2,67195068,4,19,0.96,D1 -> C2
22/09/2023,C2,67195068,8,21,1.92,D1 -> C2
23/09/2023,C2,67195068,29,22,6.96,D1 -> C2
26/09/2023,C2,67195068,10,25,2.4,D1 -> C2
27/09/2023,C2,67195068,7,26,1.68,D1 -> C2
28/09/2023,C2,67195068,4,27,0.96,D1 -> C2
29/09/2023,C2,67195068,2,28,0.48,D1 -> C2
30/09/2023,C2,67195068,5,29,1.2,D1 -> C2
02/10/2023,C2,67195068,5,31,1.2,D1 -> C2
03/10/2023,C2,67195068,14,32,3.36,D1 -> C2
22/09/2023,C4,67195068,1,21,0.84,D2 -> C4
19/09/2023,C10,67195083,18,18,4.32,D3 -> C10
20/09/2023,C10,67195083,64,19,15.36,D3 -> C10
21/09/2023,C10,67195083,23,20,5.52,D3 -> C10
22/09/2023,C10,67195083,29,21,6.96,D3 -> C10
23/09/2023,C10,67195083,11,22,2.64,D3 -> C10
25/09/2023,C10,67195083,30,24,7.2,D3 -> C10
26/09/2023,C10,67195083,35,25,8.4,D3 -> C10
27/09/2023,C10,67195083,35,26,8.4,D3 -> C10
28/09/2023,C10,67195083,28,27,6.72,D3 -> C10
29/09/2023,C10,67195083,36,28,8.64,D3 -> C10
30/09/2023,C10,67195083,39,29,9.36,D3 -> C10
02/10/2023,C10,67195083,20,31,4.8,D3 -> C10
03/10/2023,C10,67195083,14,32,3.36,D3 -> C10
18/09/2023,C1,67195083,2,17,0.32,D1 -> C1
20/09/2023,C1,67195083,4,19,0.64,D1 -> C1
21/09/2023,C1,67195083,10,20,1.6,D1 -> C1
23/09/2023,C1,67195083,5,22,0.8,D1 -> C1
28/09/2023,C1,67195083,2,27,0.32,D1 -> C1
29/09/2023,C1,67195083,2,28,0.32,D1 -> C1
30/09/2023,C1,67195083,7,29,1.12,D1 -> C1
02/10/2023,C1,67195083,5,31,0.8,D1 -> C1
03/10/2023,C1,67195083,3,32,0.48,D1 -> C1
22/09/2023,C5,67195083,6,21,1.2,D2 -> C5
23/09/2023,C5,67195083,5,22,1.0,D2 -> C5
27/09/2023,C5,67195083,1,26,0.2,D2 -> C5
28/09/2023,C5,67195083,4,27,0.8,D2 -> C5
18/09/2023,C6,67200527,5,17,0.6,D3 -> C6
21/09/2023,C6,67200527,5,20,0.6,D3 -> C6
25/09/2023,C6,67200527,10,24,1.2,D3 -> C6
19/09/2023,C3,67200527,4,18,1.6,D1 -> C3
23/09/2023,C3,67200527,4,22,1.6,D1 -> C3
27/09/2023,C3,67200527,2,26,0.8,D1 -> C3
28/09/2023,C3,67200527,7,27,2.8,D1 -> C3
29/09/2023,C3,67200527,4,28,1.6,D1 -> C3
30/09/2023,C3,67200527,6,29,2.4,D1 -> C3
03/10/2023,C3,67200527,3,32,1.2,D1 -> C3
18/09/2023,C10,67200529,4,17,1.12,P2 -> D3 -> C10
20/09/2023,C10,67200529,14,19,3.92,P2 -> D3 -> C10
22/09/2023,C10,67200529,2,21,0.56,P2 -> D3 -> C10
25/09/2023,C10,67200529,20,24,5.6,P2 -> D3 -> C10
18/09/2023,C1,67200529,5,17,1.0,P1 -> D1 -> C1
19/09/2023,C1,67200529,3,18,0.6,P1 -> D1 -> C1
21/09/2023,C1,67200529,5,20,1.0,P1 -> D1 -> C1
23/09/2023,C1,67200529,6,22,1.2,P1 -> D1 -> C1
28/09/2023,C1,67200529,10,27,2.0,P1 -> D1 -> C1
29/09/2023,C1,67200529,5,28,1.0,P1 -> D1 -> C1
30/09/2023,C1,67200529,3,29,0.6,P1 -> D1 -> C1
02/10/2023,C1,67200529,5,31,1.0,P1 -> D1 -> C1
03/10/2023,C1,67200529,5,32,1.0,P1 -> D1 -> C1
25/09/2023,C2,67225283,9,24,2.52,P1 -> D1 -> C2
18/09/2023,C7,67256651,50,17,5.0,D3 -> C7
20/09/2023,C7,67256651,70,19,7.0,D3 -> C7
21/09/2023,C7,67256651,12,20,1.2,D3 -> C7
23/09/2023,C7,67256651,50,22,5.0,D3 -> C7
25/09/2023,C7,67256651,30,24,3.0,D3 -> C7
28/09/2023,C7,67256651,4,27,0.4,D3 -> C7
20/09/2023,C3,67256651,30,19,31.2,D2 -> D1 -> C3
27/09/2023,C3,67256651,30,26,31.2,D2 -> D1 -> C3
28/09/2023,C3,67256651,30,27,31.2,D2 -> D1 -> C3
29/09/2023,C3,67256651,81,28,84.24,D2 -> D1 -> C3
02/10/2023,C3,67256651,16,31,16.64,D2 -> D1 -> C3
03/10/2023,C3,67256651,100,32,104.0,D2 -> D1 -> C3
20/09/2023,C4,67256651,40,19,33.6,D2 -> C4
25/09/2023,C4,67256651,20,24,16.8,D2 -> C4
28/09/2023,C4,67256651,50,27,42.0,D2 -> C4
18/09/2023,C8,67258588,49,17,3.92,D3 -> C8
19/09/2023,C8,67258588,72,18,5.76,D3 -> C8
20/09/2023,C8,67258588,43,19,3.44,D3 -> C8
21/09/2023,C8,67258588,141,20,159.33,D2 -> D3 -> C8
22/09/2023,C8,67258588,90,21,101.7,D2 -> D3 -> C8
23/09/2023,C8,67258588,24,22,1.92,D3 -> C8
25/09/2023,C8,67258588,188,24,212.44,D2 -> D3 -> C8
26/09/2023,C8,67258588,123,25,138.99,D2 -> D3 -> C8
27/09/2023,C8,67258588,87,26,98.31,D2 -> D3 -> C8
28/09/2023,C8,67258588,105,27,118.65,D2 -> D3 -> C8
29/09/2023,C8,67258588,100,28,113.0,D2 -> D3 -> C8
30/09/2023,C8,67258588,71,29,5.68,D3 -> C8
02/10/2023,C8,67258588,168,31,189.84,D2 -> D3 -> C8
03/10/2023,C8,67258588,204,32,230.52,D2 -> D3 -> C8
18/09/2023,C2,67258588,9,17,2.16,D1 -> C2
19/09/2023,C2,67258588,3,18,0.72,D1 -> C2
20/09/2023,C2,67258588,42,19,10.08,D1 -> C2
21/09/2023,C2,67258588,16,20,3.84,D1 -> C2
22/09/2023,C2,67258588,110,21,96.8,D2 -> D1 -> C2
23/09/2023,C2,67258588,133,22,117.04,D2 -> D1 -> C2
25/09/2023,C2,67258588,53,24,12.72,D1 -> C2
26/09/2023,C2,67258588,190,25,167.2,D2 -> D1 -> C2
27/09/2023,C2,67258588,182,26,160.16,D2 -> D1 -> C2
28/09/2023,C2,67258588,300,27,648.0,D2 -> D1 -> D2 -> D1 -> C2
29/09/2023,C2,67258588,327,28,706.32,D2 -> D1 -> D2 -> D1 -> C2
30/09/2023,C2,67258588,266,29,404.32,D1 -> D2 -> D1 -> C2
02/10/2023,C2,67258588,312,31,673.92,D2 -> D1 -> D2 -> D1 -> C2
03/10/2023,C2,67258588,118,32,103.84,D2 -> D1 -> C2
19/09/2023,C5,67258588,25,18,5.0,D2 -> C5
20/09/2023,C5,67258588,20,19,4.0,D2 -> C5
21/09/2023,C5,67258588,8,20,1.6,D2 -> C5
22/09/2023,C5,67258588,15,21,3.0,D2 -> C5
23/09/2023,C5,67258588,64,22,12.8,D2 -> C5
25/09/2023,C5,67258588,5,24,1.0,D2 -> C5
28/09/2023,C5,67258588,19,27,3.8,D2 -> C5
29/09/2023,C5,67258588,11,28,2.2,D2 -> C5
30/09/2023,C5,67258588,90,29,18.0,D2 -> C5
02/10/2023,C5,67258588,45,31,9.0,D2 -> C5
03/10/2023,C5,67258588,40,32,8.0,D2 -> C5
18/09/2023,C9,67258593,18,17,22.5,D2 -> D3 -> C9
19/09/2023,C9,67258593,29,18,36.25,D2 -> D3 -> C9
20/09/2023,C9,67258593,53,19,66.25,D2 -> D3 -> C9
21/09/2023,C9,67258593,56,20,70.0,D2 -> D3 -> C9
22/09/2023,C9,67258593,171,21,213.75,D2 -> D3 -> C9
23/09/2023,C9,67258593,96,22,120.0,D2 -> D3 -> C9
25/09/2023,C9,67258593,49,24,61.25,D2 -> D3 -> C9
26/09/2023,C9,67258593,35,25,43.75,D2 -> D3 -> C9
27/09/2023,C9,67258593,55,26,68.75,D2 -> D3 -> C9
28/09/2023,C9,67258593,81,27,101.25,D2 -> D3 -> C9
29/09/2023,C9,67258593,73,28,91.25,D2 -> D3 -> C9
30/09/2023,C9,67258593,69,29,86.25,D2 -> D3 -> C9
02/10/2023,C9,67258593,133,31,166.25,D2 -> D3 -> C9
03/10/2023,C9,67258593,45,32,56.25,D2 -> D3 -> C9
18/09/2023,C1,67258593,73,17,81.76,D2 -> C1
19/09/2023,C1,67258593,8,18,8.96,D2 -> C1
20/09/2023,C1,67258593,69,19,77.28,D2 -> C1
21/09/2023,C1,67258593,60,20,67.2,D2 -> C1
22/09/2023,C1,67258593,142,21,159.04,D2 -> C1
23/09/2023,C1,67258593,187,22,209.44,D2 -> C1
25/09/2023,C1,67258593,32,24,35.84,D2 -> C1
26/09/2023,C1,67258593,33,25,36.96,D2 -> C1
27/09/2023,C1,67258593,16,26,17.92,D2 -> C1
28/09/2023,C1,67258593,80,27,89.6,D2 -> C1
29/09/2023,C1,67258593,133,28,148.96,D2 -> C1
30/09/2023,C1,67258593,152,29,170.24,D2 -> C1
02/10/2023,C1,67258593,130,31,145.6,D2 -> C1
03/10/2023,C1,67258593,61,32,68.32,D2 -> C1
19/09/2023,C4,67258593,31,18,26.04,D2 -> C4
20/09/2023,C4,67258593,11,19,9.24,D2 -> C4
23/09/2023,C4,67258593,10,22,8.4,D2 -> C4
25/09/2023,C4,67258593,5,24,4.2,D2 -> C4
27/09/2023,C4,67258593,13,26,10.92,D2 -> C4
28/09/2023,C4,67258593,14,27,11.76,D2 -> C4
29/09/2023,C4,67258593,13,28,10.92,D2 -> C4
30/09/2023,C4,67258593,2,29,1.68,D2 -> C4
03/10/2023,C4,67258593,33,32,27.72,D2 -> C4
18/09/2023,C10,67340274,21,17,5.04,D3 -> C10
19/09/2023,C10,67340274,29,18,6.96,D3 -> C10
20/09/2023,C10,67340274,358,19,85.92,D3 -> C10
21/09/2023,C10,67340274,89,20,21.36,D3 -> C10
22/09/2023,C10,67340274,346,21,83.04,D3 -> C10
23/09/2023,C10,67340274,334,22,80.16,D3 -> C10
25/09/2023,C10,67340274,22,24,5.28,D3 -> C10
26/09/2023,C10,67340274,74,25,17.76,D3 -> C10
27/09/2023,C10,67340274,67,26,16.08,D3 -> C10
28/09/2023,C10,67340274,587,27,140.88,D3 -> C10
29/09/2023,C10,67340274,90,28,21.6,D3 -> C10
30/09/2023,C10,67340274,164,29,39.36,D3 -> C10
02/10/2023,C10,67340274,557,31,133.68,D3 -> C10
03/10/2023,C10,67340274,517,32,124.08,D3 -> C10
18/09/2023,C1,67340274,12,17,1.92,D1 -> C1
19/09/2023,C1,67340274,6,18,0.96,D1 -> C1
20/09/2023,C1,67340274,63,19,10.08,D1 -> C1
21/09/2023,C1,67340274,32,20,5.12,D1 -> C1
22/09/2023,C1,67340274,25,21,4.0,D1 -> C1
23/09/2023,C1,67340274,35,22,5.6,D1 -> C1
25/09/2023,C1,67340274,53,24,8.48,D1 -> C1
27/09/2023,C1,67340274,3,26,0.48,D1 -> C1
28/09/2023,C1,67340274,279,27,44.64,D1 -> C1
29/09/2023,C1,67340274,68,28,10.88,D1 -> C1
30/09/2023,C1,67340274,112,29,17.92,D1 -> C1
02/10/2023,C1,67340274,213,31,34.08,D1 -> C1
03/10/2023,C1,67340274,20,32,3.2,D1 -> C1
20/09/2023,C4,67340274,51,19,42.84,D2 -> C4
22/09/2023,C4,67340274,1,21,0.84,D2 -> C4
23/09/2023,C4,67340274,13,22,10.92,D2 -> C4
25/09/2023,C4,67340274,14,24,11.76,D2 -> C4
27/09/2023,C4,67340274,1,26,0.84,D2 -> C4
28/09/2023,C4,67340274,45,27,37.8,D2 -> C4
30/09/2023,C4,67340274,18,29,15.12,D2 -> C4
02/10/2023,C4,67340274,5,31,4.2,D2 -> C4
03/10/2023,C4,67340274,41,32,34.44,D2 -> C4
26/09/2023,C7,67350008,1,25,0.1,D3 -> C7
27/09/2023,C7,67350008,7,26,0.7,D3 -> C7
28/09/2023,C7,67350008,7,27,0.7,D3 -> C7
30/09/2023,C7,67350008,1,29,0.1,D3 -> C7
02/10/2023,C7,67350008,1,31,0.1,D3 -> C7
19/09/2023,C7,67350010,4,18,0.56,P2 -> D3 -> C7
21/09/2023,C7,67350010,5,20,0.7,P2 -> D3 -> C7
22/09/2023,C7,67350010,1,21,0.14,P2 -> D3 -> C7
26/09/2023,C7,67350010,11,25,1.54,P2 -> D3 -> C7
27/09/2023,C7,67350010,13,26,1.82,P2 -> D3 -> C7
28/09/2023,C7,67350010,11,27,1.54,P2 -> D3 -> C7
30/09/2023,C7,67350010,5,29,0.7,P2 -> D3 -> C7
02/10/2023,C7,67350010,7,31,0.98,P2 -> D3 -> C7
26/09/2023,C2,67350019,1,25,0.28,P1 -> D1 -> C2
27/09/2023,C2,67350019,2,26,0.56,P1 -> D1 -> C2
28/09/2023,C2,67350019,3,27,0.84,P1 -> D1 -> C2
19/09/2023,C8,67371616,9,18,7.38,D1 -> D3 -> C8
20/09/2023,C8,67371616,22,19,18.04,D1 -> D3 -> C8
21/09/2023,C8,67371616,157,20,128.74,D1 -> D3 -> C8
22/09/2023,C8,67371616,9,21,7.38,D1 -> D3 -> C8
23/09/2023,C8,67371616,82,22,67.24,D1 -> D3 -> C8
25/09/2023,C8,67371616,4,24,3.28,D1 -> D3 -> C8
26/09/2023,C8,67371616,27,25,22.14,D1 -> D3 -> C8
27/09/2023,C8,67371616,127,26,104.14,D1 -> D3 -> C8
28/09/2023,C8,67371616,208,27,170.56,D1 -> D3 -> C8
29/09/2023,C8,67371616,101,28,82.82,D1 -> D3 -> C8
30/09/2023,C8,67371616,42,29,34.44,D1 -> D3 -> C8
02/10/2023,C8,67371616,74,31,60.68,D1 -> D3 -> C8
22/09/2023,C2,67371616,3,21,0.72,D1 -> C2
23/09/2023,C2,67371616,31,22,7.44,D1 -> C2
26/09/2023,C2,67371616,3,25,0.72,D1 -> C2
27/09/2023,C2,67371616,7,26,1.68,D1 -> C2
28/09/2023,C2,67371616,111,27,26.64,D1 -> C2
29/09/2023,C2,67371616,59,28,14.16,D1 -> C2
30/09/2023,C2,67371616,24,29,5.76,D1 -> C2
02/10/2023,C2,67371616,90,31,21.6,D1 -> C2
03/10/2023,C2,67371616,1,32,0.24,D1 -> C2
19/09/2023,C8,67371618,3,18,0.24,D3 -> C8
20/09/2023,C8,67371618,10,19,0.8,D3 -> C8
21/09/2023,C8,67371618,18,20,1.44,D3 -> C8
22/09/2023,C8,67371618,3,21,0.24,D3 -> C8
23/09/2023,C8,67371618,2,22,0.16,D3 -> C8
25/09/2023,C8,67371618,30,24,2.4,D3 -> C8
26/09/2023,C8,67371618,47,25,3.76,D3 -> C8
27/09/2023,C8,67371618,75,26,6.0,D3 -> C8
28/09/2023,C8,67371618,91,27,7.28,D3 -> C8
29/09/2023,C8,67371618,19,28,1.52,D3 -> C8
30/09/2023,C8,67371618,38,29,3.04,D3 -> C8
02/10/2023,C8,67371618,34,31,2.72,D3 -> C8
19/09/2023,C2,67371618,3,18,0.72,D1 -> C2
21/09/2023,C2,67371618,3,20,0.72,D1 -> C2
22/09/2023,C2,67371618,8,21,1.92,D1 -> C2
23/09/2023,C2,67371618,23,22,5.52,D1 -> C2
26/09/2023,C2,67371618,9,25,2.16,D1 -> C2
27/09/2023,C2,67371618,39,26,9.36,D1 -> C2
28/09/2023,C2,67371618,79,27,18.96,D1 -> C2
29/09/2023,C2,67371618,375,28,367.5,D3 -> D1 -> C2
30/09/2023,C2,67371618,146,29,35.04,D1 -> C2
02/10/2023,C2,67371618,285,31,279.3,D3 -> D1 -> C2
03/10/2023,C2,67371618,31,32,7.44,D1 -> C2
27/09/2023,C4,67371618,11,26,20.79,D3 -> D2 -> C4
19/09/2023,C6,67371620,14,18,1.68,D3 -> C6
20/09/2023,C6,67371620,82,19,9.84,D3 -> C6
21/09/2023,C6,67371620,95,20,11.4,D3 -> C6
22/09/2023,C6,67371620,19,21,2.28,D3 -> C6
23/09/2023,C6,67371620,1,22,0.12,D3 -> C6
25/09/2023,C6,67371620,25,24,3.0,D3 -> C6
26/09/2023,C6,67371620,43,25,5.16,D3 -> C6
27/09/2023,C6,67371620,180,26,21.6,D3 -> C6
28/09/2023,C6,67371620,99,27,11.88,D3 -> C6
29/09/2023,C6,67371620,71,28,8.52,D3 -> C6
30/09/2023,C6,67371620,95,29,11.4,D3 -> C6
02/10/2023,C6,67371620,82,31,9.84,D3 -> C6
03/10/2023,C6,67371620,10,32,1.2,D3 -> C6
20/09/2023,C1,67371620,5,19,0.8,D1 -> C1
22/09/2023,C1,67371620,53,21,8.48,D1 -> C1
23/09/2023,C1,67371620,3,22,0.48,D1 -> C1
26/09/2023,C1,67371620,1,25,0.16,D1 -> C1
27/09/2023,C1,67371620,9,26,1.44,D1 -> C1
28/09/2023,C1,67371620,78,27,12.48,D1 -> C1
29/09/2023,C1,67371620,79,28,12.64,D1 -> C1
30/09/2023,C1,67371620,39,29,6.24,D1 -> C1
02/10/2023,C1,67371620,179,31,28.64,D1 -> C1
03/10/2023,C1,67371620,53,32,8.48,D1 -> C1
20/09/2023,C5,67371620,5,19,1.0,D2 -> C5
18/09/2023,C10,67371622,218,17,52.32,D3 -> C10
19/09/2023,C10,67371622,44,18,10.56,D3 -> C10
20/09/2023,C10,67371622,60,19,14.4,D3 -> C10
21/09/2023,C10,67371622,5,20,1.2,D3 -> C10
22/09/2023,C10,67371622,76,21,18.24,D3 -> C10
23/09/2023,C10,67371622,189,22,45.36,D3 -> C10
25/09/2023,C10,67371622,53,24,12.72,D3 -> C10
26/09/2023,C10,67371622,49,25,11.76,D3 -> C10
27/09/2023,C10,67371622,6,26,1.44,D3 -> C10
28/09/2023,C10,67371622,54,27,12.96,D3 -> C10
29/09/2023,C10,67371622,55,28,13.2,D3 -> C10
30/09/2023,C10,67371622,62,29,14.88,D3 -> C10
02/10/2023,C10,67371622,59,31,14.16,D3 -> C10
03/10/2023,C10,67371622,34,32,8.16,D3 -> C10
18/09/2023,C2,67371622,6,17,1.44,D1 -> C2
19/09/2023,C2,67371622,1,18,0.24,D1 -> C2
20/09/2023,C2,67371622,8,19,1.92,D1 -> C2
21/09/2023,C2,67371622,55,20,13.2,D1 -> C2
22/09/2023,C2,67371622,33,21,7.92,D1 -> C2
23/09/2023,C2,67371622,57,22,13.68,D1 -> C2
26/09/2023,C2,67371622,6,25,1.44,D1 -> C2
27/09/2023,C2,67371622,2,26,0.48,D1 -> C2
28/09/2023,C2,67371622,7,27,1.68,D1 -> C2
29/09/2023,C2,67371622,34,28,8.16,D1 -> C2
30/09/2023,C2,67371622,32,29,7.68,D1 -> C2
02/10/2023,C2,67371622,20,31,4.8,D1 -> C2
03/10/2023,C2,67371622,12,32,2.88,D1 -> C2
21/09/2023,C4,67371622,6,20,5.04,D2 -> C4
22/09/2023,C4,67371622,5,21,4.2,D2 -> C4
23/09/2023,C4,67371622,4,22,3.36,D2 -> C4
27/09/2023,C4,67371622,1,26,0.84,D2 -> C4
29/09/2023,C4,67371622,4,28,3.36,D2 -> C4
30/09/2023,C4,67371622,14,29,11.76,D2 -> C4
18/09/2023,C6,67371624,185,17,159.1,D1 -> D3 -> C6
19/09/2023,C6,67371624,12,18,1.44,D3 -> C6
20/09/2023,C6,67371624,60,19,7.2,D3 -> C6
21/09/2023,C6,67371624,13,20,1.56,D3 -> C6
22/09/2023,C6,67371624,73,21,8.76,D3 -> C6
23/09/2023,C6,67371624,190,22,163.4,D1 -> D3 -> C6
25/09/2023,C6,67371624,39,24,4.68,D3 -> C6
26/09/2023,C6,67371624,12,25,1.44,D3 -> C6
27/09/2023,C6,67371624,191,26,164.26,D1 -> D3 -> C6
28/09/2023,C6,67371624,53,27,6.36,D3 -> C6
29/09/2023,C6,67371624,50,28,6.0,D3 -> C6
30/09/2023,C6,67371624,41,29,4.92,D3 -> C6
02/10/2023,C6,67371624,187,31,160.82,D1 -> D3 -> C6
03/10/2023,C6,67371624,39,32,4.68,D3 -> C6
18/09/2023,C3,67371624,5,17,2.0,D1 -> C3
19/09/2023,C3,67371624,29,18,11.6,D1 -> C3
20/09/2023,C3,67371624,14,19,5.6,D1 -> C3
21/09/2023,C3,67371624,52,20,20.8,D1 -> C3
22/09/2023,C3,67371624,25,21,10.0,D1 -> C3
23/09/2023,C3,67371624,36,22,14.4,D1 -> C3
25/09/2023,C3,67371624,10,24,4.0,D1 -> C3
26/09/2023,C3,67371624,2,25,0.8,D1 -> C3
27/09/2023,C3,67371624,3,26,1.2,D1 -> C3
28/09/2023,C3,67371624,46,27,18.4,D1 -> C3
29/09/2023,C3,67371624,85,28,34.0,D1 -> C3
30/09/2023,C3,67371624,76,29,30.4,D1 -> C3
02/10/2023,C3,67371624,31,31,12.4,D1 -> C3
03/10/2023,C3,67371624,30,32,12.0,D1 -> C3
22/09/2023,C5,67371624,1,21,0.2,D2 -> C5
23/09/2023,C5,67371624,7,22,1.4,D2 -> C5
27/09/2023,C5,67371624,2,26,0.4,D2 -> C5
30/09/2023,C5,67371624,19,29,3.8,D2 -> C5
19/09/2023,C9,67371626,55,18,11.0,D3 -> C9
20/09/2023,C9,67371626,82,19,16.4,D3 -> C9
21/09/2023,C9,67371626,16,20,3.2,D3 -> C9
22/09/2023,C9,67371626,60,21,12.0,D3 -> C9
23/09/2023,C9,67371626,3,22,0.6,D3 -> C9
25/09/2023,C9,67371626,40,24,8.0,D3 -> C9
26/09/2023,C9,67371626,140,25,28.0,D3 -> C9
27/09/2023,C9,67371626,99,26,19.8,D3 -> C9
28/09/2023,C9,67371626,145,27,29.0,D3 -> C9
